BOTTLE,20144104JOAExport,,,,,,,,,,,,,,,,,,,,,,,
# Exported from JOA (5.2.1 December 4, 2013) on 2014/11/04 09:40:42,,,,,,,,,,,,,,,,,,,,,,,
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDTMP_FLAG_W,SALNITY,SALNITY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,PHSPHT,PHSPHT_FLAG_W
,,,,,,,,,,,,DBAR,C,,PSS,,UM/KG,,UM/KG,,UM/KG,,UM/KG,
           NA,WOA05_Beagle,6,1,-999,-99,-99,-2079,,-24.5,40.5,3427,3000,1.968,0,34.803,0,214.811,0,77.82,0,27.742,0,1.894,0
           NA,WOA05_Beagle,6,1,-999,-99,-99,-2079,,-24.5,40.5,3427,3500,1.427,0,34.758,0,216.291,0,99.437,0,29.209,0,2.054,0
           NA,WOA05_Beagle,7,1,-999,-99,-99,-2079,,-24.5,41.5,3722,0,25.139,0,35.287,0,211.921,0,3.429,0,0.048,0,0.165,0
           NA,WOA05_Beagle,7,1,-999,-99,-99,-2079,,-24.5,41.5,3722,10,25.099,0,35.277,0,211.113,0,3.546,0,0.051,0,0.191,0
           NA,WOA05_Beagle,7,1,-999,-99,-99,-2079,,-24.5,41.5,3722,20,24.979,0,35.277,0,212.034,0,3.714,0,0.059,0,0.179,0
           NA,WOA05_Beagle,7,1,-999,-99,-99,-2079,,-24.5,41.5,3722,30,24.815,0,35.279,0,213.049,0,3.828,0,0.057,0,0.168,0
           NA,WOA05_Beagle,7,1,-999,-99,-99,-2079,,-24.5,41.5,3722,50,23.748,0,35.283,0,212.227,0,3.692,0,0.158,0,0.183,0
           NA,WOA05_Beagle,7,1,-999,-99,-99,-2079,,-24.5,41.5,3722,75,22.106,0,35.321,0,203.927,0,4.309,0,1.081,0,0.239,0
           NA,WOA05_Beagle,7,1,-999,-99,-99,-2079,,-24.5,41.5,3722,100,20.685,0,35.379,0,188.292,0,5.122,0,2.78,0,0.349,0
           NA,WOA05_Beagle,7,1,-999,-99,-99,-2079,,-24.5,41.5,3722,125,19.403,0,35.432,0,183.596,0,5.476,0,3.219,0,0.427,0
